# Arm length:           69000 m
# Photodiode power:     0.5 W
# Thermal noise at 1Hz: 1.2e-33 m^2/Hz
# Without normal mode resonances
1.000000e-05 1.004133e-17
1.033441e-05 9.402001e-18
1.068000e-05 8.803382e-18
1.103716e-05 8.242877e-18
1.140625e-05 7.718059e-18
1.178769e-05 7.226657e-18
1.218188e-05 6.766542e-18
1.258925e-05 6.335722e-18
1.301025e-05 5.932333e-18
1.344533e-05 5.554628e-18
1.389495e-05 5.200971e-18
1.435962e-05 4.869831e-18
1.483982e-05 4.559775e-18
1.533608e-05 4.269460e-18
1.584893e-05 3.997629e-18
1.637894e-05 3.743106e-18
1.692667e-05 3.504788e-18
1.749271e-05 3.281644e-18
1.807769e-05 3.072707e-18
1.868222e-05 2.877073e-18
1.930698e-05 2.693895e-18
1.995262e-05 2.522380e-18
2.061986e-05 2.361785e-18
2.130941e-05 2.211416e-18
2.202202e-05 2.070620e-18
2.275846e-05 1.938788e-18
2.351953e-05 1.815350e-18
2.430604e-05 1.699771e-18
2.511886e-05 1.591552e-18
2.595887e-05 1.490222e-18
2.682696e-05 1.395344e-18
2.772408e-05 1.306506e-18
2.865120e-05 1.223325e-18
2.960933e-05 1.145440e-18
3.059950e-05 1.072514e-18
3.162278e-05 1.004231e-18
3.268028e-05 9.402952e-19
3.377314e-05 8.804302e-19
3.490255e-05 8.243768e-19
3.606973e-05 7.718922e-19
3.727594e-05 7.227492e-19
3.852248e-05 6.767351e-19
3.981072e-05 6.336506e-19
4.114203e-05 5.933092e-19
4.251786e-05 5.555363e-19
4.393971e-05 5.201683e-19
4.540910e-05 4.870521e-19
4.692762e-05 4.560444e-19
4.849693e-05 4.270109e-19
5.011872e-05 3.998258e-19
5.179475e-05 3.743716e-19
5.352682e-05 3.505379e-19
5.531681e-05 3.282217e-19
5.716667e-05 3.073264e-19
5.907838e-05 2.877613e-19
6.105402e-05 2.694420e-19
6.309573e-05 2.522890e-19
6.520572e-05 2.362280e-19
6.738627e-05 2.211897e-19
6.963974e-05 2.071087e-19
7.196857e-05 1.939243e-19
7.437527e-05 1.815793e-19
7.686246e-05 1.700203e-19
7.943282e-05 1.591972e-19
8.208914e-05 1.490632e-19
8.483429e-05 1.395744e-19
8.767124e-05 1.306897e-19
9.060306e-05 1.223707e-19
9.363292e-05 1.145814e-19
9.676411e-05 1.072880e-19
1.000000e-04 1.004589e-19
1.033441e-04 9.406471e-20
1.068000e-04 8.807761e-20
1.103716e-04 8.247172e-20
1.140625e-04 7.722277e-20
1.178769e-04 7.230803e-20
1.218188e-04 6.770624e-20
1.258925e-04 6.339748e-20
1.301025e-04 5.936308e-20
1.344533e-04 5.558559e-20
1.389495e-04 5.204866e-20
1.435962e-04 4.873698e-20
1.483982e-04 4.563620e-20
1.533608e-04 4.273292e-20
1.584893e-04 4.001456e-20
1.637894e-04 3.746935e-20
1.692667e-04 3.508629e-20
1.749271e-04 3.285504e-20
1.807769e-04 3.076597e-20
1.868222e-04 2.881002e-20
1.930698e-04 2.697873e-20
1.995262e-04 2.526417e-20
2.061986e-04 2.365892e-20
2.130941e-04 2.215603e-20
2.202202e-04 2.074901e-20
2.275846e-04 1.943175e-20
2.351953e-04 1.819856e-20
2.430604e-04 1.704410e-20
2.511886e-04 1.596337e-20
2.595887e-04 1.495170e-20
2.682696e-04 1.400471e-20
2.772408e-04 1.311830e-20
2.865120e-04 1.228863e-20
2.960933e-04 1.151211e-20
3.059950e-04 1.078538e-20
3.162278e-04 1.010530e-20
3.268028e-04 9.468925e-21
3.377314e-04 8.873493e-21
3.490255e-04 8.316432e-21
3.606973e-04 7.795328e-21
3.727594e-04 7.307926e-21
3.852248e-04 6.852115e-21
3.981072e-04 6.425920e-21
4.114203e-04 6.027493e-21
4.251786e-04 5.655109e-21
4.393971e-04 5.307151e-21
4.540910e-04 4.982109e-21
4.692762e-04 4.678570e-21
4.849693e-04 4.395215e-21
5.011872e-04 4.130808e-21
5.179475e-04 3.884195e-21
5.352682e-04 3.654296e-21
5.531681e-04 3.440103e-21
5.716667e-04 3.240670e-21
5.907838e-04 3.055113e-21
6.105402e-04 2.882605e-21
6.309573e-04 2.722370e-21
6.520572e-04 2.573680e-21
6.738627e-04 2.435853e-21
6.963974e-04 2.308244e-21
7.196857e-04 2.190249e-21
7.437527e-04 2.081296e-21
7.686246e-04 1.980843e-21
7.943282e-04 1.888377e-21
8.208914e-04 1.803409e-21
8.483429e-04 1.725475e-21
8.767124e-04 1.654129e-21
9.060306e-04 1.588946e-21
9.363292e-04 1.529517e-21
9.676411e-04 1.475451e-21
1.000000e-03 1.426370e-21
1.033441e-03 1.381913e-21
1.068000e-03 1.341735e-21
1.103716e-03 1.305503e-21
1.140625e-03 1.272902e-21
1.178769e-03 1.243631e-21
1.218188e-03 1.217405e-21
1.258925e-03 1.193956e-21
1.301025e-03 1.173031e-21
1.344533e-03 1.154394e-21
1.389495e-03 1.137826e-21
1.435962e-03 1.123124e-21
1.483982e-03 1.110100e-21
1.533608e-03 1.098581e-21
1.584893e-03 1.088411e-21
1.637894e-03 1.079447e-21
1.692667e-03 1.071559e-21
1.749271e-03 1.064629e-21
1.807769e-03 1.058551e-21
1.868222e-03 1.053231e-21
1.930698e-03 1.048584e-21
1.995262e-03 1.044534e-21
2.061986e-03 1.041012e-21
2.130941e-03 1.037959e-21
2.202202e-03 1.035321e-21
2.275846e-03 1.033050e-21
2.351953e-03 1.031105e-21
2.430604e-03 1.029448e-21
2.511886e-03 1.028047e-21
2.595887e-03 1.026872e-21
2.682696e-03 1.025899e-21
2.772408e-03 1.025104e-21
2.865120e-03 1.024469e-21
2.960933e-03 1.023975e-21
3.059950e-03 1.023608e-21
3.162278e-03 1.023354e-21
3.268028e-03 1.023203e-21
3.377314e-03 1.023143e-21
3.490255e-03 1.023166e-21
3.606973e-03 1.023264e-21
3.727594e-03 1.023431e-21
3.852248e-03 1.023661e-21
3.981072e-03 1.023949e-21
4.114203e-03 1.024291e-21
4.251786e-03 1.024682e-21
4.393971e-03 1.025121e-21
4.540910e-03 1.025604e-21
4.692762e-03 1.026128e-21
4.849693e-03 1.026693e-21
5.011872e-03 1.027296e-21
5.179475e-03 1.027937e-21
5.352682e-03 1.028614e-21
5.531681e-03 1.029327e-21
5.716667e-03 1.030076e-21
5.907838e-03 1.030859e-21
6.105402e-03 1.031676e-21
6.309573e-03 1.032529e-21
6.520572e-03 1.033416e-21
6.738627e-03 1.034338e-21
6.963974e-03 1.035295e-21
7.196857e-03 1.036289e-21
7.437527e-03 1.037318e-21
7.686246e-03 1.038385e-21
7.943282e-03 1.039489e-21
8.208914e-03 1.040632e-21
8.483429e-03 1.041814e-21
8.767124e-03 1.043037e-21
9.060306e-03 1.044301e-21
9.363292e-03 1.045607e-21
9.676411e-03 1.046956e-21
1.000000e-02 1.048350e-21
1.033441e-02 1.049790e-21
1.068000e-02 1.051277e-21
1.103716e-02 1.052813e-21
1.140625e-02 1.054398e-21
1.178769e-02 1.056034e-21
1.218188e-02 1.057723e-21
1.258925e-02 1.059466e-21
1.301025e-02 1.061264e-21
1.344533e-02 1.063121e-21
1.389495e-02 1.065036e-21
1.435962e-02 1.067011e-21
1.483982e-02 1.069050e-21
1.533608e-02 1.071152e-21
1.584893e-02 1.073321e-21
1.637894e-02 1.075558e-21
1.692667e-02 1.077865e-21
1.749271e-02 1.080244e-21
1.807769e-02 1.082698e-21
1.868222e-02 1.085227e-21
1.930698e-02 1.087836e-21
1.995262e-02 1.090524e-21
2.061986e-02 1.093296e-21
2.130941e-02 1.096154e-21
2.202202e-02 1.099099e-21
2.275846e-02 1.102134e-21
2.351953e-02 1.105263e-21
2.430604e-02 1.108486e-21
2.511886e-02 1.111808e-21
2.595887e-02 1.115230e-21
2.682696e-02 1.118756e-21
2.772408e-02 1.122388e-21
2.865120e-02 1.126129e-21
2.960933e-02 1.129982e-21
3.059950e-02 1.133951e-21
3.162278e-02 1.138037e-21
3.268028e-02 1.142245e-21
3.377314e-02 1.146578e-21
3.490255e-02 1.151038e-21
3.606973e-02 1.155629e-21
